current_cash,monthly_revenue,monthly_expenses,debt_obligations,burn_rate,proposed_purchase_amount,purchase_category,predicted_cash_3m,predicted_runway_months,cash_shortage_probability,financial_risk_level
36243249.13,16597824.78,13400872.88,492218.47,-2704733.43,422000.65,Marketing,44224024.84,2.58,0.1526,HIGH
195481340.34,15716297.91,12020188.24,677337.35,-3018772.32,141182.83,Hardware,204643908.55,15.38,0.0083,LOW
122492475.53,18949313.01,12400699.34,187907.33,-6360706.34,60722.96,Services,140169467.68,9.73,0.0049,LOW
11443540.93,4099389.79,2531756.84,79767.44,-1487865.52,5477.73,Software,15888578.41,4.38,0.0389,MEDIUM
125258195.27,18442618.14,13601156.66,675289.9,-4166171.58,495821.52,Hardware,137583650.63,8.74,0.0242,LOW
28450014.7,2613943.87,2005901.93,49301.13,-558740.81,30977.61,Office Supplies,29961854.65,13.83,0.0211,LOW
103754582.34,9914216.39,8777403.37,91975.07,-1044837.95,257009.01,Hardware,106402288.02,11.67,0.0273,LOW
22110349.51,16988331.58,12026052.61,254658.79,-4707620.18,420434.45,Infrastructure,35980674.61,1.77,0.0589,HIGH
110316170.54,17777940.12,14551501.92,264333.99,-2962104.21,161210.6,Services,118695349.9,7.43,0.0215,LOW
11997876.2,6320956.93,4965294.55,11695.34,-1343967.04,45497.95,Office Supplies,16147317.52,2.4,0.1718,HIGH
4076928.86,898446.63,776124.0,35830.22,-86492.42,483149.22,Hardware,3862362.16,4.43,0.0375,MEDIUM
27046632.95,13080872.02,8395136.52,532620.88,-4153114.61,357006.26,Hardware,39340710.98,2.99,0.0341,HIGH
26317042.15,2905965.1,1678661.34,81171.34,-1146132.42,106096.68,Hardware,29920822.12,14.89,0.0071,LOW
67117609.48,8129566.98,7575080.67,71195.3,-483291.01,185231.96,Services,68281799.8,8.75,0.0124,LOW
217142102.14,18075900.51,15209969.99,308129.13,-2557801.39,123451.09,Software,224082415.26,13.98,0.0087,LOW
102471064.31,8757150.44,7390931.7,240998.07,-1125220.67,482720.81,Infrastructure,105522076.84,13.36,0.0257,LOW
32570462.15,3260508.81,2892778.66,32439.91,-335290.24,113594.91,Services,33503939.28,11.1,0.0414,LOW
44602134.09,4246420.6,3760963.16,904.85,-484552.59,95240.56,Services,46050187.21,11.83,0.0163,LOW
24058237.55,2146990.07,1448358.13,40511.75,-658120.2,232589.06,Software,25865089.81,16.0,0.0061,LOW
91575832.02,17583595.31,14836367.0,797720.4,-1949507.91,88012.79,Hardware,97376655.49,5.85,0.0095,MEDIUM
139376836.8,11641457.42,8114763.29,339294.17,-3187399.96,291805.46,Marketing,147900514.36,16.45,0.011,LOW
126782657.03,16256509.6,14548424.24,400545.7,-1307539.65,59094.04,Marketing,130637352.9,8.48,0.0013,LOW
7050637.62,1136837.51,812068.27,3239.07,-321530.16,338291.54,Infrastructure,7619766.39,8.23,0.0455,LOW
20148864.14,14123617.43,7795178.75,276936.18,-6051502.5,818693.8,Infrastructure,38242130.86,2.39,0.0316,HIGH
65621320.52,12016634.64,7612941.31,335633.96,-4068059.37,381686.27,Hardware,77353102.17,8.21,0.0416,LOW
70971531.13,9421349.36,8444051.71,28566.01,-948731.65,154311.35,Marketing,73576965.06,8.36,0.0471,LOW
121998172.41,13293073.85,11109852.72,475877.08,-1707344.05,32481.07,Office Supplies,127368029.86,10.53,0.0421,LOW
48060111.65,12961528.71,9578150.42,147532.41,-3235845.89,82938.01,Software,58137074.94,4.93,0.0374,MEDIUM
175967316.96,14589965.5,10657612.41,717558.5,-3214794.6,198963.52,Services,185166282.1,15.45,0.039,LOW
42625480.35,6392796.14,4234348.19,13804.98,-2144642.97,143172.81,Services,49413675.89,10.0,0.0363,LOW
7281967.53,4735722.87,2826407.55,81558.25,-1827757.07,430376.19,Hardware,12637649.24,2.36,0.0081,HIGH
18273183.01,1503555.16,1184411.44,66983.42,-252160.31,165349.41,Services,18890714.96,14.47,0.0149,LOW
24140154.53,9807720.75,8658079.81,25120.02,-1124520.92,499023.65,Infrastructure,26910341.74,2.72,0.1399,HIGH
42292114.41,6153635.12,5213802.06,141944.27,-797888.78,587010.67,Infrastructure,44081886.83,7.79,0.0083,LOW
84277338.15,13820907.88,8762943.83,185451.11,-4872512.94,3187.0,Office Supplies,98197573.29,9.42,0.0005,LOW
72366234.87,10395677.32,9695583.59,446115.67,-253978.06,22009.39,Office Supplies,73147956.44,7.13,0.0189,LOW
157993202.7,12007588.74,9473791.19,572676.62,-1961120.93,43419.32,Office Supplies,163426186.28,15.72,0.026,LOW
146494863.64,18664016.06,16101728.59,583059.88,-1979227.59,443912.93,Marketing,152359497.01,8.75,0.022,LOW
53581227.15,7804411.98,4420044.98,222231.83,-3162135.16,89271.24,Marketing,62557652.42,11.52,0.0234,LOW
48134082.84,4082883.73,3462986.34,90648.03,-529249.36,39695.58,Office Supplies,49569131.91,13.53,0.0219,LOW
11453644.93,5148076.28,3567803.0,153689.11,-1426584.17,60292.25,Software,15873722.03,3.06,0.0203,MEDIUM
60521613.63,19353297.73,15700618.66,195193.72,-3457485.35,61814.75,Software,71565198.81,3.8,0.0121,MEDIUM
111215024.28,15861973.75,10092498.85,182242.37,-5587232.53,82026.19,Services,128665728.67,10.82,0.0407,LOW
271032688.24,17847141.33,15773435.36,337173.43,-1736532.54,144466.41,Services,276247898.33,16.81,0.0001,LOW
42817705.88,12433455.29,10092811.66,272072.62,-2068571.02,175096.98,Marketing,48491443.58,4.11,0.0153,MEDIUM
20003203.35,3162533.19,2174095.51,131979.52,-856458.16,395952.89,Hardware,22325231.76,8.5,0.0132,LOW
64262158.72,10855719.0,9566181.15,288603.66,-1000934.18,56627.7,Services,67024056.6,6.52,0.0289,LOW
189180380.28,15192147.24,13214476.12,194402.57,-1783268.55,76512.01,Services,194291911.38,14.1,0.0072,LOW
192692465.71,16142144.31,10970094.59,331073.03,-4840976.69,194418.36,Services,206707662.1,17.03,0.04,LOW
151231043.72,9853589.84,8807689.76,271293.26,-774606.82,48108.09,Office Supplies,153523248.32,16.65,0.0014,LOW
28435416.28,4018311.98,2577642.47,26131.36,-1414538.14,135816.62,Hardware,32254757.47,10.87,0.024,LOW
185563349.41,18088306.0,10621670.58,817199.8,-6649435.62,431219.56,Infrastructure,204808200.39,16.18,0.0104,LOW
30450010.46,12041397.02,9400428.66,488344.87,-2152623.49,548259.3,Infrastructure,36343126.83,3.02,0.2339,MEDIUM
97667398.16,10628194.46,6708442.76,40540.54,-3879211.16,242641.9,Software,109187860.09,14.44,0.0399,LOW
30868744.8,3886782.31,3408605.71,129533.44,-348643.17,168660.57,Marketing,31681560.23,8.68,0.0004,LOW
28014541.61,4296613.26,2677221.95,1424.16,-1617967.15,24402.28,Hardware,32516756.49,10.45,0.0021,LOW
91950145.8,10777885.43,7273863.2,80868.09,-3423154.13,86362.69,Hardware,101573290.19,12.49,0.0352,LOW
142219264.43,15166817.62,8840853.64,273649.06,-6052314.92,189951.93,Services,158927830.62,15.58,0.0138,LOW
97061226.07,10216639.74,6181022.4,34813.6,-4000803.73,87100.24,Services,108269082.36,15.6,0.0233,LOW
19536317.16,13179562.07,7343158.8,112762.54,-5723640.73,34666.21,Office Supplies,36527833.21,2.62,0.0138,HIGH
141255065.77,16592114.65,10650888.51,45961.95,-5895264.19,913120.26,Infrastructure,157579663.18,13.12,0.0367,LOW
72109454.84,18674085.93,16283873.01,534886.42,-1855326.51,106460.84,Services,77563105.86,4.28,0.0451,MEDIUM
89497943.36,13931492.42,8866934.55,448778.04,-4615779.83,43507.69,Marketing,102388791.35,9.6,0.013,LOW
35422498.03,9185967.29,7236406.38,184332.94,-1765227.98,144927.18,Hardware,40711925.23,4.75,0.0171,MEDIUM
100206672.64,14222048.87,11354660.81,68019.64,-2799368.42,365347.94,Hardware,108327437.1,8.74,0.0248,LOW
228491373.57,19633722.99,18459086.33,27201.33,-1147435.33,108367.28,Software,231864668.73,12.35,0.0023,LOW
138755623.08,17043522.52,10428845.6,300674.69,-6314002.24,71919.19,Software,156563123.41,12.93,0.0283,LOW
160935605.94,16914655.07,14927796.83,719715.74,-1267142.5,301035.48,Marketing,164439355.91,10.27,0.0297,LOW
32518384.85,2511242.19,1919117.63,114079.99,-478044.56,164005.28,Services,33691525.76,15.91,0.0421,LOW
31519859.76,16140409.53,13047419.27,485456.69,-2607533.58,453458.31,Hardware,38847255.16,2.3,0.2161,HIGH
22584458.53,9460063.2,7836682.9,374484.36,-1248895.95,183800.66,Services,26026868.23,2.73,0.2121,HIGH
48078750.51,16621154.07,13016517.01,108275.22,-3496361.84,125742.01,Infrastructure,59156486.57,3.65,0.0119,MEDIUM
13481831.65,1866752.48,1251007.28,91165.81,-524579.39,369256.28,Marketing,14619746.79,9.77,0.0462,LOW
71119744.76,8967743.71,7763927.16,395418.54,-808398.02,66442.73,Services,73531018.54,8.71,0.0099,LOW
183570422.8,17725164.07,15845785.82,409841.09,-1469537.16,99099.64,Marketing,188214626.73,11.29,0.0188,LOW
53020338.69,9792782.07,6708284.67,348135.35,-2736362.06,52332.09,Services,61201427.61,7.51,0.0338,LOW
13589325.91,1338706.67,820194.36,3137.61,-515374.7,84712.14,Software,15059134.18,16.4,0.0009,LOW
45647378.96,6288164.79,4195492.45,131662.12,-1961010.22,318844.84,Hardware,51419584.03,10.48,0.0284,LOW
5085512.6,684933.45,394745.1,16538.72,-273649.63,219295.84,Marketing,5659316.95,11.83,0.0084,LOW
87632860.59,7947888.36,6848555.13,55007.74,-1044325.48,59722.82,Services,90532567.25,12.69,0.0017,LOW
12836856.37,8545532.08,6749587.18,324933.03,-1471011.87,47958.32,Office Supplies,17500574.42,1.81,0.1759,HIGH
6445506.35,1643624.46,969906.61,38358.99,-635358.87,472948.02,Hardware,7760808.54,5.92,0.023,MEDIUM
192588369.97,16482049.09,11675896.45,213133.22,-4593019.43,90009.79,Services,207312850.55,16.19,0.0006,LOW
2305679.21,724746.84,417678.95,33280.6,-273787.29,69141.16,Software,3035553.51,4.96,0.0264,MEDIUM
67299035.07,14870753.92,10845985.08,117415.48,-3907353.36,655502.89,Infrastructure,78992139.39,6.08,0.0481,LOW
72144099.1,13123924.09,8913989.35,272609.17,-3937325.58,25102.38,Office Supplies,83886874.69,7.85,0.0467,LOW
142048908.78,19667293.21,12777418.04,776507.93,-6113367.23,132226.48,Software,161468039.87,10.47,0.0371,LOW
64681989.21,9566979.47,8244334.71,5069.43,-1317575.33,11734.03,Office Supplies,68689459.0,7.84,0.0008,LOW
2263416.49,1239744.01,1163569.05,18634.22,-57540.73,215158.03,Marketing,2230952.57,1.73,0.4435,HIGH
43346589.04,6371567.43,4655347.76,268254.04,-1447965.62,17594.53,Office Supplies,47505952.04,8.8,0.0469,LOW
113986858.33,14430772.4,9577069.8,90149.72,-4763552.88,518073.85,Infrastructure,126944551.48,11.74,0.0353,LOW
21000664.23,1692720.61,1224086.13,68675.77,-399958.71,189756.97,Services,21957918.55,16.1,0.0098,LOW
123024868.96,19141177.43,15763983.86,18399.19,-3358794.38,172197.61,Services,133314926.32,7.78,0.0336,LOW
191310292.53,17369965.29,15050619.93,151568.13,-2167777.23,287809.24,Marketing,197236996.39,12.57,0.0228,LOW
44946836.37,5338339.44,4640391.2,238073.03,-459875.21,10809.68,Software,46311546.97,9.21,0.0139,LOW
60996653.69,5346766.16,4861592.5,13493.53,-471680.13,129814.67,Software,62191649.84,12.49,0.0089,LOW
24430714.07,6215845.13,4601349.25,196899.65,-1417596.23,405592.79,Infrastructure,28423919.69,5.01,0.0229,MEDIUM
1778188.29,1571812.1,1009198.62,71977.56,-490635.92,43134.92,Marketing,3147740.54,1.6,0.0764,HIGH
17349945.49,2368832.89,1329708.64,43306.71,-995817.54,71610.58,Services,20437482.15,12.58,0.0027,LOW
131949831.66,11961293.0,11202269.26,417607.27,-341416.47,38858.24,Services,133000014.55,11.35,0.0409,LOW
97513281.9,13664521.35,12687799.5,48650.08,-928071.77,639617.33,Infrastructure,99600563.24,7.61,0.0186,LOW
14501661.96,2208227.05,1497833.25,89727.05,-620666.74,389933.49,Marketing,15847222.25,8.89,0.0046,LOW
88600672.48,5364590.94,5047551.69,92608.75,-224430.5,184408.81,Hardware,89115724.4,17.2,0.0365,LOW
102988886.12,6546177.39,6116742.92,318833.7,-110600.78,727303.09,Infrastructure,102591816.37,15.89,0.0167,LOW
61587253.49,10195641.54,8692601.98,483983.97,-1019055.59,227476.49,Marketing,64285174.55,6.69,0.0479,LOW
44190979.5,12820170.48,7725234.36,157708.2,-4937227.91,77755.81,Marketing,58712845.2,5.6,0.0423,MEDIUM
16150748.96,1951452.87,1595987.79,35583.17,-319881.92,22763.61,Office Supplies,17059370.32,9.88,0.0005,LOW
195300783.42,15692523.82,11507022.87,245321.89,-3940179.06,39230.12,Services,206731053.25,16.61,0.0281,LOW
86466207.75,8015539.89,7001335.83,168337.12,-845866.94,241077.99,Marketing,88591126.43,12.03,0.0095,LOW
6200712.75,4707551.83,4405048.85,219671.21,-82831.77,376404.01,Hardware,6076496.12,1.26,0.2828,HIGH
18660618.5,2033621.33,1349941.91,74505.19,-609174.23,370349.58,Hardware,20147001.48,12.84,0.0243,LOW
21050331.38,10512162.85,7887639.93,312157.0,-2312365.92,151308.08,Hardware,28362021.04,2.55,0.1281,HIGH
26395505.2,2734313.5,2530082.92,15569.41,-188661.17,499475.56,Infrastructure,26465242.13,10.17,0.0176,LOW
149785508.97,10785123.35,8887163.83,502027.91,-1395931.61,496610.41,Hardware,153562265.45,15.9,0.033,LOW
104609782.28,7945284.34,7526602.76,213053.92,-205627.66,117157.09,Software,105077538.55,13.5,0.0017,LOW
56070490.09,9843764.47,6028645.83,405623.14,-3409495.5,32639.29,Office Supplies,66354671.74,8.71,0.0337,LOW
45626339.24,18900972.45,12590944.29,182541.27,-6127486.89,108752.95,Software,63260978.1,3.56,0.0233,MEDIUM
58200038.07,4853884.51,4076156.43,232847.47,-544880.6,19666.48,Software,59788948.67,13.5,0.0222,LOW
165611352.7,17744004.82,15155048.43,877126.64,-1711829.75,29615.64,Services,170516164.3,10.33,0.0488,LOW
68995094.4,12347514.98,7800762.61,49038.64,-4497713.72,250786.87,Marketing,82376263.25,8.76,0.0472,LOW
48332322.81,7888904.26,5964334.0,146960.13,-1777610.14,370744.98,Infrastructure,53287090.26,7.85,0.005,LOW
10773186.8,8787238.18,6078390.71,293860.75,-2414986.72,165995.09,Services,17512772.69,1.66,0.1107,HIGH
19893089.59,18559502.36,10871449.92,580742.42,-7107310.01,120564.35,Marketing,42568219.09,1.73,0.0533,HIGH
11855867.28,1131262.11,780340.07,19576.56,-331345.49,154100.13,Services,12650305.04,14.63,0.0385,LOW
54006008.17,14218364.17,10562032.02,481296.52,-3175035.63,198586.15,Hardware,63618301.66,4.87,0.0241,MEDIUM
59677884.5,12042102.1,7398129.37,223487.36,-4420485.37,506462.19,Infrastructure,71698085.4,7.76,0.0426,LOW
9031192.15,3299757.68,2692320.27,61861.96,-545575.44,74032.9,Services,10469173.62,3.25,0.0616,MEDIUM
8639729.56,7170979.57,5635971.12,356228.4,-1178780.05,3750.94,Office Supplies,12208296.22,1.44,0.2337,HIGH
124155003.04,16937155.3,13163750.14,534449.74,-3238955.43,158526.38,Software,133679622.08,9.05,0.0155,LOW
6769141.89,2399236.03,1525487.16,95196.21,-778552.66,57258.82,Services,8942813.51,4.14,0.0336,MEDIUM
4820201.24,1036192.25,810411.39,16209.74,-209571.11,341852.73,Infrastructure,5151005.25,5.42,0.0493,MEDIUM
54266539.49,10088512.76,9477787.47,220778.48,-389946.81,588073.88,Infrastructure,54875225.1,5.53,0.0157,MEDIUM
17738646.7,5793662.79,4935261.74,179371.0,-679030.05,11343.27,Office Supplies,19633946.83,3.47,0.1711,MEDIUM
17397564.7,7863046.15,4781587.97,305868.21,-2775589.97,21402.58,Office Supplies,25042356.15,3.42,0.0064,MEDIUM
13530979.43,1228422.19,785922.29,2392.53,-440107.37,376907.87,Marketing,14464170.77,16.69,0.0424,LOW
27865865.9,19092350.74,11909443.36,352218.12,-6830689.27,749749.9,Infrastructure,48677265.66,2.21,0.0051,HIGH
119740707.04,10573363.6,8475749.47,267950.7,-1829663.43,178354.91,Hardware,124974775.61,13.67,0.0216,LOW
192773109.62,14337938.75,12479960.41,155932.17,-1702046.17,148900.01,Software,197773913.91,15.24,0.0386,LOW
86697818.43,9975326.42,7937213.05,190337.9,-1847775.48,127803.84,Software,91959356.29,10.65,0.0237,LOW
161846538.1,12424228.74,10953835.11,531452.1,-938941.53,67521.76,Services,164440484.16,14.09,0.0072,LOW
109799121.03,16085272.26,10516690.04,201920.12,-5366662.11,844572.54,Infrastructure,124259563.43,10.16,0.0035,LOW
25880167.68,17431973.67,11224137.33,319869.11,-5887967.24,283191.47,Software,44215006.03,2.22,0.2243,HIGH
37011369.96,18311296.04,10302419.82,621705.08,-7387171.14,30183.7,Office Supplies,57801603.97,3.39,0.0132,MEDIUM
30376601.25,2869672.88,2453264.37,58650.98,-357757.53,60929.49,Marketing,31348365.08,12.07,0.0465,LOW
152008275.06,15865144.62,14268206.95,590466.7,-1006470.97,410072.61,Hardware,154764594.31,10.2,0.0308,LOW
97804184.2,14805935.01,13159508.57,486950.56,-1159475.89,185863.85,Infrastructure,100987538.61,7.15,0.0243,LOW
42911453.71,11423878.69,9340531.92,36208.29,-2047138.47,121915.56,Hardware,48516768.64,4.56,0.0047,MEDIUM
33235717.4,15234560.72,11521402.7,653460.08,-3059697.94,651813.69,Infrastructure,41486964.51,2.68,0.2398,HIGH
54289609.28,7165217.46,4187134.85,56093.76,-2921988.86,7560.52,Office Supplies,63572394.42,12.79,0.0334,LOW
45551215.28,6539495.77,4774972.26,135390.61,-1629132.9,757598.15,Infrastructure,49909656.08,9.12,0.0403,LOW
79837040.94,18103331.29,13238860.05,739999.21,-4124472.04,272752.2,Marketing,91084847.75,5.69,0.0099,MEDIUM
68557782.46,5622184.31,4907582.42,109555.43,-605046.46,100022.24,Services,70402534.22,13.64,0.0076,LOW
72639913.35,6898383.99,6489217.89,272679.14,-136486.95,368309.07,Marketing,72650098.22,10.69,0.0107,LOW
78164129.36,19865982.51,14500050.33,623183.57,-4742748.61,925051.79,Infrastructure,91524834.68,5.11,0.0002,MEDIUM
34434362.98,18880079.6,12248883.72,215949.75,-6415246.14,48544.18,Office Supplies,53985280.39,2.76,0.0044,HIGH
71337420.67,16408496.8,11679702.5,3533.57,-4725260.73,28122.26,Marketing,84731676.74,6.1,0.038,LOW
12625238.66,9292945.44,5979983.64,300117.42,-3012844.38,183626.23,Hardware,22095430.56,1.98,0.1293,HIGH
4649868.32,2207987.69,1953199.95,110007.55,-144780.19,435744.07,Infrastructure,4636809.71,2.04,0.1314,HIGH
12313598.1,2345111.32,1591973.34,45553.48,-707584.49,14050.48,Services,14347885.47,7.51,0.0145,LOW
47874239.64,10660546.22,7841382.44,299257.87,-2519905.92,32535.18,Office Supplies,55784014.76,5.88,0.0295,MEDIUM
70529000.6,10420928.81,7885577.24,467995.11,-2067356.46,124559.82,Software,76216051.37,8.43,0.0494,LOW
121250687.59,18466386.92,13524744.13,695715.18,-4245927.61,253417.56,Marketing,134663902.84,8.51,0.0431,LOW
146976280.24,13249921.44,8947399.69,394528.55,-3907993.19,245682.62,Software,159269125.61,15.71,0.0222,LOW
5232102.09,2513636.62,2319158.92,13399.83,-181077.87,38426.7,Office Supplies,5765778.38,2.23,0.2485,HIGH
55233680.26,5921623.89,3312854.98,79364.42,-2529404.49,26364.89,Services,63368273.6,16.27,0.0178,LOW
70523203.6,17059560.1,12268376.28,198199.77,-4592984.05,33775.01,Office Supplies,83834152.11,5.65,0.0282,MEDIUM
47814357.21,8439563.46,7009326.46,396711.46,-1033525.54,172426.34,Software,50548484.81,6.43,0.0388,LOW
3213535.92,1017017.19,645242.85,12397.6,-359376.74,440070.53,Hardware,3895950.97,4.22,0.0156,MEDIUM
44749264.33,14047269.81,11016805.02,440036.16,-2590428.63,50744.04,Services,52327954.51,3.9,0.0056,MEDIUM
167385971.1,14924134.19,11059514.89,175625.75,-3688993.56,123898.84,Marketing,178449328.88,14.89,0.0152,LOW
45632782.25,8837652.45,8088356.04,218868.85,-530427.55,9307.35,Office Supplies,47321245.86,5.49,0.0396,MEDIUM
220761318.2,16329853.44,14355137.99,307095.79,-1667619.66,194252.29,Services,225364688.67,15.04,0.0311,LOW
107421298.7,17382256.55,14141182.37,393912.38,-2847161.8,141475.63,Hardware,115244916.58,7.38,0.0463,LOW
58732497.68,5207807.45,4065228.96,232931.23,-909647.26,460357.27,Marketing,60953278.52,13.56,0.0469,LOW
65043672.88,8893211.29,6190711.27,45029.95,-2657470.07,248303.18,Software,72719955.06,10.39,0.0063,LOW
35087395.41,17676308.26,10580579.62,21651.37,-7074077.26,40950.42,Office Supplies,56463215.83,3.31,0.0094,MEDIUM
114948915.99,17599703.09,14960559.79,352560.88,-2286582.42,558359.03,Infrastructure,121355637.14,7.47,0.0008,LOW
179051479.88,18804094.43,15326252.0,308065.23,-3169777.19,22353.24,Marketing,189107391.72,11.45,0.03,LOW
37938577.24,5128072.13,4177147.04,215360.56,-735564.53,366284.82,Hardware,39950424.78,8.55,0.0199,LOW
100957429.46,15073581.37,14108141.07,95071.48,-870368.82,4628.5,Office Supplies,103364984.38,7.11,0.0462,LOW
8392246.06,8093887.79,4625158.16,32458.25,-3436271.37,338602.84,Hardware,18774555.79,1.73,0.0042,HIGH
8747916.35,6870707.49,3981711.26,201112.42,-2687883.81,170745.19,Software,17012113.48,2.05,0.0484,HIGH
28860394.55,15066209.25,12063811.69,713805.98,-2288591.59,5356.16,Software,35910402.93,2.26,0.1612,HIGH
27689462.4,3228667.25,2762165.53,48907.09,-417594.63,419459.87,Marketing,28547740.57,9.7,0.0382,LOW
164198265.6,13888670.06,12581229.41,389356.56,-918084.09,249474.23,Marketing,166569359.79,12.64,0.0466,LOW
6925263.03,1934739.19,1268179.8,12079.44,-654479.95,44670.46,Office Supplies,8994517.49,5.37,0.0474,MEDIUM
77714630.34,5277734.68,4996655.11,247707.58,-33371.99,147681.47,Services,77660180.18,14.79,0.0069,LOW
169987259.0,19762603.76,16972915.27,134595.88,-2655092.61,11192.42,Software,177575990.35,9.94,0.0041,LOW
61274083.24,14681083.16,10409682.21,352854.15,-3918546.81,324466.37,Hardware,72944843.74,5.66,0.0359,MEDIUM
81866365.24,16655164.55,10196562.63,636707.83,-5821894.09,32133.99,Office Supplies,99600464.93,7.55,0.0212,LOW
43577064.91,4190846.5,3835564.73,13854.44,-341427.33,228581.8,Marketing,44293272.71,11.26,0.0122,LOW
8221919.08,4893899.57,3821949.94,139859.13,-932090.5,199283.82,Software,11032546.75,2.02,0.078,HIGH
176861620.22,18044135.57,11001040.15,726313.7,-6316781.71,457524.47,Marketing,194368431.34,15.04,0.0444,LOW
